edge_index,type,realisation,gate_name,role,edge_args,edge_metadata
0,c,a,measure,,,
1,c,a,measure,,,
2,c,a,measure,,,
3,c,a,measure,,,
4,c,a,measure,,,
5,c,a,measure,,,
6,q,a,ry,,"[[[0, 1]], [], [true]]",
7,q,a,cx_stage1,,"[[[0, 16], [1, 16]], [], [true, true]]",
8,q,a,cx_stage2,,"[[[0, 16], [1, 16]], [], [true, true]]",
9,q,a,cx_stage3,,"[[[0, 16], [1, 16]], [], [true, true]]",
10,q,a,ry,,"[[[0, 17]], [], [true]]",
11,q,a,cx_stage1,,"[[[0, 23], [1, 23]], [], [true, true]]",
12,q,a,cx_stage2,,"[[[0, 23], [1, 23]], [], [true, true]]",
13,q,a,cx_stage3,,"[[[0, 23], [1, 23]], [], [true, true]]",
14,q,a,ry,,"[[[0, 24]], [], [true]]",
15,q,a,ry,,"[[[1, 1]], [], [true]]",
16,q,a,cx_stage1,,"[[[1, 13], [2, 13]], [], [true, true]]",
17,q,a,cx_stage2,,"[[[1, 13], [2, 13]], [], [true, true]]",
18,q,a,cx_stage3,,"[[[1, 13], [2, 13]], [], [true, true]]",
19,q,a,cx_stage1,,"[[[0, 16], [1, 16]], [], [true, true]]",
20,q,a,cx_stage3,,"[[[0, 16], [1, 16]], [], [true, true]]",
21,q,a,ry,,"[[[1, 17]], [], [true]]",
22,q,a,cx_stage1,,"[[[1, 20], [2, 20]], [], [true, true]]",
23,q,a,cx_stage2,,"[[[1, 20], [2, 20]], [], [true, true]]",
24,q,a,cx_stage3,,"[[[1, 20], [2, 20]], [], [true, true]]",
25,q,a,cx_stage1,,"[[[0, 23], [1, 23]], [], [true, true]]",
26,q,a,cx_stage3,,"[[[0, 23], [1, 23]], [], [true, true]]",
27,q,a,ry,,"[[[1, 24]], [], [true]]",
28,q,a,ry,,"[[[2, 1]], [], [true]]",
29,q,a,cx_stage1,,"[[[2, 10], [3, 10]], [], [true, true]]",
30,q,a,cx_stage1,,"[[[1, 13], [2, 13]], [], [true, true]]",
31,q,a,cx_stage3,,"[[[2, 10], [3, 10]], [], [true, true]]",
32,q,a,cx_stage3,,"[[[1, 13], [2, 13]], [], [true, true]]",
33,q,a,ry,,"[[[2, 14]], [], [true]]",
34,q,a,cx_stage1,,"[[[2, 17], [3, 17]], [], [true, true]]",
35,q,a,cx_stage2,,"[[[2, 17], [3, 17]], [], [true, true]]",
36,q,a,cx_stage3,,"[[[2, 17], [3, 17]], [], [true, true]]",
37,q,a,cx_stage1,,"[[[1, 20], [2, 20]], [], [true, true]]",
38,q,a,cx_stage3,,"[[[1, 20], [2, 20]], [], [true, true]]",
39,q,a,ry,,"[[[2, 21]], [], [true]]",
40,q,a,cx_stage2,,"[[[2, 10], [3, 10]], [], [true, true]]",
41,q,a,ry,,"[[[3, 1]], [], [true]]",
42,q,a,cx_stage1,,"[[[3, 7], [4, 7]], [], [true, true]]",
43,q,a,ry,,"[[[3, 11]], [], [true]]",
44,q,a,cx_stage3,,"[[[2, 10], [3, 10]], [], [true, true]]",
45,q,a,cx_stage1,,"[[[3, 14], [4, 14]], [], [true, true]]",
46,q,a,cx_stage2,,"[[[3, 14], [4, 14]], [], [true, true]]",
47,q,a,cx_stage3,,"[[[3, 14], [4, 14]], [], [true, true]]",
48,q,a,cx_stage1,,"[[[2, 17], [3, 17]], [], [true, true]]",
49,q,a,cx_stage3,,"[[[2, 17], [3, 17]], [], [true, true]]",
50,q,a,ry,,"[[[3, 18]], [], [true]]",
51,q,a,cx_stage2,,"[[[3, 7], [4, 7]], [], [true, true]]",
52,q,a,cx_stage3,,"[[[3, 7], [4, 7]], [], [true, true]]",
53,q,a,cx_stage1,,"[[[2, 10], [3, 10]], [], [true, true]]",
54,q,a,ry,,"[[[4, 1]], [], [true]]",
55,q,a,cx_stage1,,"[[[4, 4], [5, 4]], [], [true, true]]",
56,q,a,cx_stage3,,"[[[4, 11], [5, 11]], [], [true, true]]",
57,q,a,cx_stage2,,"[[[4, 11], [5, 11]], [], [true, true]]",
58,q,a,cx_stage1,,"[[[3, 14], [4, 14]], [], [true, true]]",
59,q,a,cx_stage3,,"[[[3, 14], [4, 14]], [], [true, true]]",
60,q,a,ry,,"[[[4, 15]], [], [true]]",
61,q,a,cx_stage2,,"[[[4, 4], [5, 4]], [], [true, true]]",
62,q,a,cx_stage3,,"[[[4, 4], [5, 4]], [], [true, true]]",
63,q,a,cx_stage1,,"[[[3, 7], [4, 7]], [], [true, true]]",
64,q,a,cx_stage3,,"[[[3, 7], [4, 7]], [], [true, true]]",
65,q,a,ry,,"[[[4, 8]], [], [true]]",
66,q,a,cx_stage1,,"[[[4, 11], [5, 11]], [], [true, true]]",
67,q,a,ry,,"[[[5, 1]], [], [true]]",
68,q,a,cx_stage1,,"[[[4, 4], [5, 4]], [], [true, true]]",
69,q,a,cx_stage3,,"[[[4, 11], [5, 11]], [], [true, true]]",
70,q,a,ry,,"[[[5, 12]], [], [true]]",
71,q,a,cx_stage3,,"[[[4, 4], [5, 4]], [], [true, true]]",
72,q,a,ry,,"[[[5, 5]], [], [true]]",
73,q,a,cx_stage1,,"[[[4, 11], [5, 11]], [], [true, true]]",
