edge_index,type,realisation,gate_name,role,edge_args,edge_metadata
0,c,a,measure,,,
1,c,a,measure,,,
2,c,a,measure,,,
3,c,a,measure,,,
4,c,a,measure,,,
5,c,a,measure,,,
6,c,a,measure,,,
7,c,a,measure,,,
8,c,a,measure,,,
9,c,a,measure,,,
10,c,a,measure,,,
11,c,a,measure,,,
12,c,a,measure,,,
13,c,a,measure,,,
14,c,a,measure,,,
15,c,a,measure,,,
16,q,a,ry,,"[[[0, 1]], [], [true]]",
17,q,a,cz_stage1,,"[[[0, 4], [1, 4]], [], [true, true]]",
18,q,a,cz_stage3,,"[[[0, 11], [1, 11]], [], [true, true]]",
19,q,a,cz_stage2,,"[[[0, 11], [1, 11]], [], [true, true]]",
20,q,a,ry,,"[[[0, 12]], [], [true]]",
21,q,a,cz_stage1,,"[[[0, 18], [1, 18]], [], [true, true]]",
22,q,a,cz_stage2,,"[[[0, 18], [1, 18]], [], [true, true]]",
23,q,a,cz_stage3,,"[[[0, 18], [1, 18]], [], [true, true]]",
24,q,a,ry,,"[[[0, 19]], [], [true]]",
25,q,a,cz_stage1,,"[[[0, 25], [1, 25]], [], [true, true]]",
26,q,a,cz_stage2,,"[[[0, 4], [1, 4]], [], [true, true]]",
27,q,a,cz_stage2,,"[[[0, 25], [1, 25]], [], [true, true]]",
28,q,a,cz_stage3,,"[[[0, 25], [1, 25]], [], [true, true]]",
29,q,a,ry,,"[[[0, 26]], [], [true]]",
30,q,a,cz_stage1,,"[[[0, 32], [1, 32]], [], [true, true]]",
31,q,a,cz_stage3,,"[[[0, 4], [1, 4]], [], [true, true]]",
32,q,a,cz_stage2,,"[[[0, 32], [1, 32]], [], [true, true]]",
33,q,a,cz_stage3,,"[[[0, 32], [1, 32]], [], [true, true]]",
34,q,a,ry,,"[[[0, 33]], [], [true]]",
35,q,a,ry,,"[[[0, 5]], [], [true]]",
36,q,a,cz_stage1,,"[[[0, 11], [1, 11]], [], [true, true]]",
37,q,a,ry,,"[[[10, 1]], [], [true]]",
38,q,a,cz_stage1,,"[[[9, 31], [10, 31]], [], [true, true]]",
39,q,a,cz_stage2,,"[[[9, 31], [10, 31]], [], [true, true]]",
40,q,a,cz_stage3,,"[[[9, 31], [10, 31]], [], [true, true]]",
41,q,a,cz_stage1,,"[[[10, 34], [11, 34]], [], [true, true]]",
42,q,a,cz_stage2,,"[[[10, 34], [11, 34]], [], [true, true]]",
43,q,a,cz_stage3,,"[[[10, 34], [11, 34]], [], [true, true]]",
44,q,a,ry,,"[[[10, 35]], [], [true]]",
45,q,a,cz_stage1,,"[[[9, 38], [10, 38]], [], [true, true]]",
