edge_index,type,realisation,gate_name,role,edge_args,edge_metadata
0,c,a,measure,,,
1,c,a,measure,,,
2,c,a,measure,,,
3,c,a,measure,,,
4,c,a,measure,,,
5,q,a,u2,,"[[[0, 1]], [], [true]]",
6,q,a,cx_stage1,,"[[[0, 4], [4, 4]], [], [true, true]]",
7,q,a,cx_stage2,,"[[[0, 4], [4, 4]], [], [true, true]]",
8,q,a,cx_stage3,,"[[[0, 4], [4, 4]], [], [true, true]]",
9,q,a,cx_stage1,,"[[[0, 8], [4, 8]], [], [true, true]]",
10,q,a,cp_stage2,,"[[[0, 42], [3, 42]], [], [true, true]]",
11,q,a,cp_stage1,,"[[[0, 42], [3, 42]], [], [true, true]]",
12,q,a,cp_stage3,,"[[[0, 42], [3, 42]], [], [true, true]]",
13,q,a,cp_stage1,,"[[[0, 45], [2, 45]], [], [true, true]]",
14,q,a,cp_stage2,,"[[[0, 45], [2, 45]], [], [true, true]]",
15,q,a,cp_stage3,,"[[[0, 45], [2, 45]], [], [true, true]]",
16,q,a,cp_stage1,,"[[[0, 48], [1, 48]], [], [true, true]]",
17,q,a,cp_stage2,,"[[[0, 48], [1, 48]], [], [true, true]]",
18,q,a,cp_stage3,,"[[[0, 48], [1, 48]], [], [true, true]]",
19,q,a,h,,"[[[0, 49]], [], [true]]",
20,q,a,cx_stage2,,"[[[0, 8], [4, 8]], [], [true, true]]",
21,q,a,cx_stage3,,"[[[0, 8], [4, 8]], [], [true, true]]",
22,q,a,u2,,"[[[1, 1]], [], [true]]",
23,q,a,cx_stage1,,"[[[1, 12], [4, 12]], [], [true, true]]",
24,q,a,cx_stage2,,"[[[1, 12], [4, 12]], [], [true, true]]",
25,q,a,cx_stage3,,"[[[1, 12], [4, 12]], [], [true, true]]",
26,q,a,cx_stage1,,"[[[1, 16], [4, 16]], [], [true, true]]",
27,q,a,cx_stage2,,"[[[1, 16], [4, 16]], [], [true, true]]",
28,q,a,cx_stage3,,"[[[1, 16], [4, 16]], [], [true, true]]",
29,q,a,cp_stage1,,"[[[1, 39], [3, 39]], [], [true, true]]",
30,q,a,cp_stage2,,"[[[1, 39], [3, 39]], [], [true, true]]",
31,q,a,cp_stage3,,"[[[1, 39], [3, 39]], [], [true, true]]",
32,q,a,cp_stage1,,"[[[1, 42], [2, 42]], [], [true, true]]",
33,q,a,cp_stage2,,"[[[1, 42], [2, 42]], [], [true, true]]",
34,q,a,cp_stage3,,"[[[1, 42], [2, 42]], [], [true, true]]",
35,q,a,h,,"[[[1, 43]], [], [true]]",
36,q,a,cp_stage1,,"[[[0, 48], [1, 48]], [], [true, true]]",
