edge_index,type,realisation,gate_name,role,edge_args,edge_metadata
0,c,a,measure,,,
1,c,a,measure,,,
2,c,a,measure,,,
3,c,a,measure,,,
4,q,a,h,,"[[[0, 1]], [], [true]]",
5,q,a,cz_stage1,,"[[[0, 4], [1, 4]], [], [true, true]]",
6,q,a,cz_stage2,,"[[[0, 4], [1, 4]], [], [true, true]]",
7,q,a,cz_stage3,,"[[[0, 4], [1, 4]], [], [true, true]]",
8,q,a,cz_stage1,,"[[[0, 7], [3, 7]], [], [true, true]]",
9,q,a,cz_stage2,,"[[[0, 7], [3, 7]], [], [true, true]]",
10,q,a,cz_stage3,,"[[[0, 7], [3, 7]], [], [true, true]]",
11,q,a,h,,"[[[1, 1]], [], [true]]",
12,q,a,cz_stage1,,"[[[0, 4], [1, 4]], [], [true, true]]",
13,q,a,cz_stage3,,"[[[0, 4], [1, 4]], [], [true, true]]",
14,q,a,cz_stage1,,"[[[1, 7], [2, 7]], [], [true, true]]",
15,q,a,cz_stage2,,"[[[1, 7], [2, 7]], [], [true, true]]",
16,q,a,cz_stage3,,"[[[1, 7], [2, 7]], [], [true, true]]",
17,q,a,h,,"[[[2, 1]], [], [true]]",
18,q,a,cz_stage1,,"[[[1, 7], [2, 7]], [], [true, true]]",
19,q,a,cz_stage3,,"[[[2, 10], [3, 10]], [], [true, true]]",
20,q,a,cz_stage3,,"[[[1, 7], [2, 7]], [], [true, true]]",
21,q,a,cz_stage1,,"[[[2, 10], [3, 10]], [], [true, true]]",
22,q,a,cz_stage2,,"[[[2, 10], [3, 10]], [], [true, true]]",
23,q,a,h,,"[[[3, 1]], [], [true]]",
24,q,a,cz_stage1,,"[[[0, 7], [3, 7]], [], [true, true]]",
25,q,a,cz_stage3,,"[[[2, 10], [3, 10]], [], [true, true]]",
26,q,a,cz_stage3,,"[[[0, 7], [3, 7]], [], [true, true]]",
27,q,a,cz_stage1,,"[[[2, 10], [3, 10]], [], [true, true]]",
