edge_index,type,realisation,gate_name,role,edge_args,edge_metadata
0,c,a,measure,,,
1,c,a,measure,,,
2,c,a,measure,,,
3,c,a,measure,,,
4,c,a,measure,,,
5,c,a,measure,,,
6,c,a,measure,,,
7,c,a,measure,,,
8,c,a,measure,,,
9,c,a,measure,,,
10,c,a,measure,,,
11,c,a,measure,,,
12,c,a,measure,,,
13,c,a,measure,,,
14,c,a,measure,,,
15,c,a,measure,,,
16,c,a,measure,,,
17,q,a,ry,,"[[[0, 1]], [], [true]]",
18,q,a,cx_stage1,,"[[[1, 502], [0, 502]], [], [true, true]]",
19,q,a,cx_stage2,,"[[[2, 1002], [0, 1002]], [], [true, true]]",
20,q,a,cx_stage1,,"[[[2, 1002], [0, 1002]], [], [true, true]]",
21,q,a,cx_stage3,,"[[[2, 1002], [0, 1002]], [], [true, true]]",
22,q,a,ry,,"[[[0, 1003]], [], [true]]",
23,q,a,cx_stage1,,"[[[1, 1006], [0, 1006]], [], [true, true]]",
24,q,a,cx_stage2,,"[[[1, 1006], [0, 1006]], [], [true, true]]",
25,q,a,cx_stage3,,"[[[1, 1006], [0, 1006]], [], [true, true]]",
26,q,a,ry,,"[[[0, 1007]], [], [true]]",
27,q,a,cx_stage1,,"[[[7, 1010], [0, 1010]], [], [true, true]]",
28,q,a,cx_stage2,,"[[[7, 1010], [0, 1010]], [], [true, true]]",
29,q,a,cx_stage3,,"[[[7, 1010], [0, 1010]], [], [true, true]]",
30,q,a,cry_stage1,,"[[[0, 1013], [8, 1013]], [], [true, true]]",
31,q,a,cry_stage2,,"[[[0, 1013], [8, 1013]], [], [true, true]]",
32,q,a,cry_stage3,,"[[[0, 1013], [8, 1013]], [], [true, true]]",
33,q,a,ccx_stage1,,"[[[9, 1059], [0, 1059], [8, 1059]], [], [true, true, true]]",
34,q,a,ccx_stage2,,"[[[9, 1059], [0, 1059], [8, 1059]], [], [true, true, true]]",
35,q,a,ccx_stage3,,"[[[9, 1059], [0, 1059], [8, 1059]], [], [true, true, true]]",
36,q,a,ccx_stage1,,"[[[9, 1070], [0, 1070], [8, 1070]], [], [true, true, true]]",
37,q,a,ccx_stage2,,"[[[9, 1070], [0, 1070], [8, 1070]], [], [true, true, true]]",
38,q,a,ccx_stage3,,"[[[9, 1070], [0, 1070], [8, 1070]], [], [true, true, true]]",
39,q,a,cx_stage2,,"[[[1, 502], [0, 502]], [], [true, true]]",
40,q,a,cx_stage3,,"[[[1, 502], [0, 502]], [], [true, true]]",
41,q,a,ry,,"[[[0, 503]], [], [true]]",
42,q,a,cx_stage1,,"[[[2, 506], [0, 506]], [], [true, true]]",
